date,RSI,MACD,BB_Position,Volume_Norm,ROC,Adj Close
2009-07-27,45.32709849556266,106.51334840262177,0.6025873251441192,0.2779463989865398,11.224496369739022,13811.68
2009-07-28,44.29217244653614,148.66108361353326,0.5425114659989814,-0.0270145455067337,10.878647617207923,13431.54
2009-07-29,46.411457959664546,164.83488082185215,0.541148016125937,-0.08505038075132218,7.142868647043284,13304.83
2009-07-30,50.0,155.41883149495231,0.4956510157137977,-0.7550147871610912,3.413709987972026,13051.41
2009-07-31,62.88668810498673,186.70792748050656,0.6901239096936239,0.4842485869457515,9.979595264558355,13684.97
2009-08-03,71.01458668517007,241.4444487099966,0.9089562895900911,3.093381662403575,20.726439696770164,14318.53
2009-08-04,72.09311715627075,299.3713460194728,1.0,1.434961132257839,24.733439063071852,14825.38
2009-08-05,69.33974116766774,315.1466386289123,0.9530512673217573,0.9746141890089579,22.105201072296982,14698.67
2009-08-06,68.37217497274538,294.87053599924855,0.8550523068521254,0.9017306914251341,14.457893377324973,14445.25
2009-08-07,74.61932594352285,260.47465247780156,0.7927151275742434,-0.05809593248436861,8.653814049348464,14318.53
2009-08-10,75.72822786871116,242.69846336837617,0.8200166692050052,-0.6071515957519269,5.50461638265583,14571.96
2009-08-11,73.17081151832463,211.45822833178187,0.7615902797796676,0.24727758009834908,7.547235834461269,14445.25
2009-08-12,67.9144554288307,172.93406064000632,0.7077924093176305,-0.13122652991542588,7.619037597624327,14318.53
2009-08-13,64.70592331421489,147.6437626145437,0.7168654992538237,-0.32807921011561814,10.679612394369652,14445.25
2009-08-14,58.620774110328284,123.55047256676355,0.6956723672926547,-0.7149757514883109,5.5555839727818235,14445.25
2009-08-17,60.71432597887237,85.01554694609237,0.6113676590607212,-0.8374992301830514,-0.8849372107332313,14191.82
2009-08-18,60.7143259788724,47.342155136894846,0.5513933750750761,-0.34408665268646976,-5.128165348881436,14065.11
2009-08-19,65.38454533865126,20.16209131546141,0.5218342185207336,-0.779081622178387,-4.310321954299263,14065.11
2009-08-20,57.14285714285719,0.9379125611764323,0.4907550454646797,-0.9895634993348786,-2.6315916996936672,14065.11
2009-08-21,47.058905451388696,-4.207709857489206,0.5304730437797517,0.5446921044158483,-0.8849372107332313,14191.82
2009-08-24,35.71440650736474,-0.24983366012681074,0.5855095482101139,-0.8842470280866613,-1.739162061932633,14318.53
2009-08-25,33.33350870731833,-15.051978430219805,0.42653166936626263,-0.9117917766060742,-2.6315916996936672,14065.11
2009-08-26,42.85706232842346,-16.543272961926576,0.4706213521050673,-0.9627576366442251,-0.8849372107332313,14191.82
2009-08-27,46.153939548465,-17.662039031531165,0.4007792570661548,-0.9113534018854523,-1.754417542098616,14191.82
2009-08-28,41.66650225247447,-10.362072370172314,0.49250821165367004,-0.6824573329981675,-0.877243384503552,14318.53
2009-08-31,53.84606045153494,9.942508171925965,0.7680865246956567,-0.15439418546361017,2.678585269542592,14571.96
2009-09-01,53.84638733411847,13.051421378554721,0.6681523478433177,-0.11414154667244451,2.7027161536596545,14445.25
2009-09-03,42.85698179788834,-2.897272121106525,0.3486989253754907,0.7148610573298873,0.9008816852481005,14191.82
2009-09-04,35.29392649400447,-38.03458014297057,0.0,0.7598326664933567,-1.8018344684115537,13811.68
2009-09-07,33.3331871870643,-83.27029575220826,0.0,0.531384202116776,-5.357170539085184,13431.54
2009-09-08,38.88891324649357,-99.9277557073448,0.0,-0.552771644134717,-5.309693103970871,13558.26
2009-09-09,38.88891324649357,-105.65892588572254,0.05159110303803788,-0.4965378322800648,-3.6035978389077674,13558.26
2009-09-10,36.84201781894455,-112.0874281926521,0.03328599136817272,-1.4783469460330443,-5.357170539085184,13431.54
2009-09-11,33.33333333333333,-110.27356777388371,0.09019620767951066,-1.305543330145075,-5.357170539085184,13431.54
2009-09-14,29.41187393518493,-103.13730387315731,0.13432062995856753,-0.5898826025184001,-6.194700154275612,13431.54
2009-09-15,31.250061654713832,-100.8904207320994,0.10548930544113488,-0.06331406009093231,-8.695673059766836,13304.83
2009-09-16,45.0001578357561,-53.07664893103363,0.5079978255665231,0.556941367649256,-3.5087658572887306,13938.4
2009-09-17,50.0,-3.3482235025978895,0.6625159521226021,3.368140121166659,0.0,14191.82
2009-09-18,50.0,36.894718589484356,0.729064101928541,0.054270437935360766,3.6697201209411188,14318.53
2009-09-21,39.13052429316498,36.65330671187213,0.5039258262530835,-0.08391764704068749,3.7736551430439005,13938.4
2009-09-22,37.49999999999999,19.0518989933622,0.3642394542769456,-0.35921136446001845,0.9345594493688653,13684.97
