date,RSI,MACD,BB_Position,Volume_Norm,ROC,momentum_1d,momentum_3d,momentum_5d,momentum_10d,MA_Crossover,Trend_Strength,Price_Position,Volatility,Adj Close
2009-07-27,45.32709849556266,106.51334840262177,0.6025873251441192,0.2779463989865398,11.224496369739022,4.807666040376013,14.736773024105098,16.45294262966146,11.224496369739011,-4.740186206004939,38.50553338153802,0.5620434802629036,51.35115953327036,13811.68
2009-07-28,44.29217244653614,148.66108361353326,0.5425114659989814,-0.0270145455067337,10.878647617207923,-2.7523081913279124,6.425695174072832,13.006356404571907,10.878647617207914,-1.7691502285091512,30.519327446714346,0.45255363026667544,51.95983896299132,13431.54
2009-07-29,46.411457959664546,164.83488082185215,0.541148016125937,-0.08505038075132218,7.142868647043284,-0.9433765599477173,0.9615180314035632,10.52625457832097,7.142868647043277,0.9154744349074531,24.025940749196625,0.4871790547930163,52.20104934610927,13304.83
2009-07-30,50.0,155.41883149495231,0.4956510157137977,-0.7550147871610912,3.413709987972026,-1.904721819068711,-5.504543980167509,3.4137099879720356,3.4137099879720356,2.2110131612928154,11.039167354161275,0.40171058355991035,53.51259590274542,13051.41
2009-07-31,62.88668810498673,186.70792748050656,0.6901239096936239,0.4842485869457515,9.979595264558355,4.854341408322926,1.886827571521943,3.8461480089724276,9.97959526455836,3.1869367927308456,43.5066133022261,0.6153851342443336,56.76882969775453,13684.97
2009-08-03,71.01458668517007,241.4444487099966,0.9089562895900911,3.093381662403575,20.726439696770164,4.629604595406511,7.619037597624323,3.669720120941111,20.72643969677017,4.166660744434903,49.9999999997966,0.999999999995932,49.36768303438803,14318.53
2009-08-04,72.09311715627075,299.3713460194728,1.0269560846532806,1.434961132257839,24.733439063071852,3.5398186825044142,13.592171267318998,10.37736551430437,24.73343906307186,6.101821839577108,49.999999999831374,0.9999999999966275,48.92430984136025,14825.38
2009-08-05,69.33974116766774,315.1466386289123,0.9530512673217573,0.9746141890089579,22.105201072296982,-0.85468298283079,7.40739658179741,10.476195486902128,22.105201072296985,7.977122526389813,45.7265764381761,0.9572657643800748,51.25990765206486,14698.67
2009-08-06,68.37217497274538,294.87053599924855,0.8550523068521254,0.9017306914251341,14.457893377324973,-1.724101568373193,0.8850070503047425,10.679612394369652,14.457893377324972,9.790273954746736,37.17972931486551,0.8717972931469689,51.888507108470606,14445.25
2009-08-07,74.61932594352285,260.47465247780156,0.7927151275742434,-0.05809593248436861,8.653814049348464,-0.8772433845035565,-3.4187993832198504,4.629604595406511,8.653814049348462,10.224097385845504,32.75862068954379,0.8290596849287575,50.06205379575287,14318.53
2009-08-10,75.72822786871116,242.69846336837617,0.8200166692050052,-0.6071515957519269,5.50461638265583,1.769944261037959,-0.8620507841866076,1.769944261037959,5.504616382655825,9.71188651005951,40.909253964633905,0.9145315287635215,45.499214302747724,14571.96
2009-08-11,73.17081151832463,211.45822833178187,0.7615902797796676,0.24727758009834908,7.547235834461269,-0.8695467184922201,0.0,-2.564048948492381,7.547235834461263,8.189908512076542,32.75898040623752,0.8717972931469689,42.53031684944914,14445.25
2009-08-12,67.9144554288307,172.93406064000632,0.7077924093176305,-0.13122652991542588,7.619037597624327,-0.8772433845035565,0.0,-2.5862203859260746,7.619037597624323,6.8645002104140485,21.428490898823405,0.8290596849287575,42.457299283990764,14318.53
2009-08-13,64.70592331421489,147.6437626145437,0.7168654992538237,-0.32807921011561814,10.679612394369652,0.8850070503047425,-0.8695467184922201,0.0,10.679612394369652,6.146817631707415,28.57179095459013,0.8717972931469689,39.76306837150874,14445.25
2009-08-14,58.620774110328284,123.55047256676355,0.6956723672926547,-0.7149757514883109,5.5555839727818235,0.0,0.0,0.8850070503047425,5.555583972781819,5.555569358208341,28.57179095459013,0.8717972931469689,33.765234547681835,14445.25
2009-08-17,60.71432597887237,85.01554694609237,0.6113676590607212,-0.8374992301830514,-0.8849372107332313,-1.7544175420986186,-0.8849372107332276,-2.608708780424862,-0.8849372107332276,4.113122693396904,14.285754550447347,0.7844836090362569,26.702085493557465,14191.82
2009-08-18,60.7143259788724,47.342155136894846,0.5513933750750761,-0.34408665268646976,-5.128165348881436,-0.8928382688055403,-2.6315916996936695,-2.6315916996936695,-5.128165348881442,2.7509650341214607,7.143018202071394,0.7272740317156366,17.621882807414234,14065.11
2009-08-19,65.38454533865126,20.16209131546141,0.5218342185207336,-0.779081622178387,-4.310321954299263,0.0,-2.6315916996936695,-1.7698744214664552,-4.310321954299267,1.645884493014607,16.666374373982347,0.6551750725659694,17.688892025090105,14065.11
2009-08-20,57.14285714285719,0.9379125611764323,0.4907550454646797,-0.9895634993348786,-2.6315916996936672,0.0,-0.8928382688055403,-2.6315916996936695,-2.6315916996936695,0.5848077781245026,49.99999999934222,0.571430182017896,16.224977718646368,14065.11
2009-08-21,47.058905451388696,-4.207709857489206,0.5304730437797517,0.5446921044158483,-0.8849372107332313,0.9008816852481116,0.9008816852481116,-1.7544175420986186,-0.8849372107332276,-0.13446246144267626,33.33355255325955,0.6428575455016555,16.78172040956704,14191.82
2009-08-24,35.71440650736474,-0.24983366012681074,0.5855095482101139,-0.8842470280866613,-1.739162061932633,0.8928382688055514,1.8017633704962233,0.8928382688055514,-1.739162061932631,-0.13422534413053758,10.000631352831421,0.7142849089854161,14.489987541606286,14318.53
2009-08-25,33.33350870731833,-15.051978430219805,0.42653166936626263,-0.9117917766060742,-2.6315916996936672,-1.7698744214664552,0.0,0.0,-2.6315916996936695,-0.3571423286694718,49.99999999901351,0.571430182017896,16.296605876774052,14065.11
2009-08-26,42.85706232842346,-16.543272961926576,0.4706213521050673,-0.9627576366442251,-0.8849372107332313,0.9008816852481116,0.0,0.9008816852481116,-0.8849372107332276,-0.48954527483358556,25.00049324208355,0.6428575455016555,16.850777924918255,14191.82
2009-08-27,46.153939548465,-17.662039031531165,0.4007792570661548,-0.9113534018854523,-1.754417542098616,0.0,-0.8849372107332276,0.9008816852481116,-1.7544175420986186,-0.709225812486488,25.00049324208355,0.44444541874900784,15.98981589907305,14191.82
2009-08-28,41.66650225247447,-10.362072370172314,0.49250821165367004,-0.6824573329981675,-0.877243384503552,0.8928382688055514,1.8017633704962233,0.8928382688055514,-0.8772433845035565,-0.7518882022586059,16.664912926378168,0.33332894892165577,16.86342520902592,14318.53
2009-08-31,53.84606045153494,9.942508171925965,0.7680865246956567,-0.15439418546361017,2.678585269542592,1.769944261037959,2.6785852695425882,1.769944261037959,2.6785852695425882,-0.48608406720802205,49.99999999901351,0.666671051065191,16.355527754223488,14571.96
2009-09-01,53.84638733411847,13.051421378554721,0.6681523478433177,-0.11414154667244451,2.7027161536596545,-0.8695467184922201,1.7857470007370368,2.7027161536596456,2.7027161536596456,0.17698739270372868,25.00049324208355,0.6000063135204238,16.309535030195267,14445.25
2009-09-03,42.85698179788834,-2.897272121106525,0.3486989253754907,0.7148610573298873,0.9008816852481005,-1.7544175420986186,-0.8849372107332276,0.0,0.9008816852481116,0.35460589750021465,25.00049324208355,0.24999506756929968,19.24238361483228,14191.82
2009-09-04,35.29392649400447,-38.03458014297057,-0.07700757803331443,0.7598326664933567,-1.8018344684115537,-2.6785852695425882,-5.217417560849736,-2.6785852695425882,-1.8018344684115561,0.04442025190455561,49.99999999934235,0.0,23.780833125335644,13811.68
2009-09-07,33.3331871870643,-83.27029575220826,-0.23196305638513715,0.531384202116776,-5.357170539085184,-2.7523081913279124,-7.017600941485947,-6.194700154275612,-5.357170539085187,-0.8912713144221759,49.99999999956157,0.0,26.123837717052684,13431.54
2009-09-08,38.88891324649357,-99.9277557073448,-0.019953757474967432,-0.552771644134717,-5.309693103970871,0.9434510115742478,-4.464261807153691,-6.956510997834187,-5.3096931039708695,-1.9678037841232041,38.88830430859785,0.11111695690963713,26.20251054601374,13558.26
2009-09-09,38.88891324649357,-105.65892588572254,0.05159110303803788,-0.4965378322800648,-3.6035978389077674,0.0,-1.8348238592263977,-6.140357556982401,-3.6035978389077683,-2.9161113030478685,38.88830430859785,0.11111695690963713,25.35342994194497,13558.26
